iter	Passed	Remaining
203	343	1341
204	344	1336
205	345	1331
206	346	1325
207	346	1320
208	347	1315
209	348	1310
210	349	1305
211	350	1302
212	351	1299
213	352	1296
214	354	1292
215	354	1288
216	355	1283
217	356	1278
218	357	1274
219	358	1269
220	358	1265
221	359	1260
222	360	1255
223	361	1251
224	362	1247
225	363	1245
226	364	1242
227	379	1285
228	380	1282
229	381	1278
230	382	1274
231	383	1270
232	384	1266
233	385	1261
234	386	1257
235	387	1252
236	387	1248
237	388	1244
238	389	1240
239	390	1235
240	391	1231
241	391	1227
242	393	1225
243	394	1222
244	395	1218
245	396	1214
246	396	1210
247	397	1206
248	398	1202
249	399	1197
250	400	1193
251	400	1189
252	401	1185
253	402	1181
254	403	1177
255	403	1173
256	404	1169
257	405	1165
258	407	1164
259	408	1162
260	409	1160
261	410	1156
262	411	1152
263	412	1149
264	412	1145
265	413	1141
266	414	1137
267	415	1133
268	415	1129
269	416	1126
270	417	1122
271	417	1118
272	418	1114
273	419	1112
274	420	1109
275	422	1107
276	423	1104
277	423	1101
278	424	1097
279	425	1094
280	426	1091
281	427	1087
282	427	1084
283	428	1080
284	429	1076
285	429	1073
286	430	1069
287	431	1066
288	432	1063
289	433	1061
290	434	1058
291	435	1055
292	436	1053
293	437	1050
294	438	1046
295	438	1043
296	439	1040
297	440	1037
298	440	1033
299	441	1030
300	442	1027
301	443	1025
302	444	1021
303	445	1019
304	445	1015
305	446	1013
306	448	1012
307	449	1010
308	450	1007
309	451	1004
310	452	1001
311	452	998
312	453	995
313	454	992
314	455	989
315	455	986
316	456	983
317	457	980
318	457	977
319	458	974
320	459	971
321	459	968
322	461	966
323	462	964
324	463	962
325	464	960
326	465	957
327	466	954
328	466	952
329	467	949
330	468	946
331	469	943
332	469	941
333	470	938
334	471	935
335	472	933
336	472	930
337	474	928
338	475	926
339	476	925
340	477	923
341	478	920
342	479	917
343	480	915
344	481	913
345	481	910
346	482	908
347	483	906
348	484	904
349	485	901
350	487	901
351	488	899
352	489	897
353	491	896
354	492	894
355	492	891
356	493	889
357	494	887
358	495	884
359	496	882
360	497	879
361	497	877
362	498	875
363	499	873
364	501	871
365	502	870
366	503	868
367	504	866
368	505	864
369	506	861
370	507	859
371	507	857
372	508	855
373	509	852
374	510	850
375	511	848
376	512	846
377	513	845
378	514	843
379	515	841
380	516	839
381	517	837
382	518	835
383	519	832
384	519	830
385	520	828
386	521	826
387	522	823
388	522	821
389	523	819
390	524	816
391	525	815
392	527	814
393	528	812
394	529	810
395	530	808
396	531	806
397	531	804
398	532	802
399	533	800
400	534	797
401	535	796
402	536	794
403	536	791
404	537	789
405	538	787
406	539	785
407	540	784
408	542	783
409	542	781
410	543	779
411	544	777
412	545	775
413	546	773
414	547	771
415	548	769
416	548	767
417	549	764
418	550	762
419	551	760
420	551	758
421	552	756
422	553	755
423	554	753
424	556	752
425	557	750
426	557	748
427	558	746
428	559	744
429	560	742
430	561	740
431	561	738
432	562	736
433	563	734
434	564	732
435	564	730
436	565	728
437	566	726
438	567	725
439	568	724
440	570	722
441	571	721
442	572	719
443	572	717
444	573	715
445	574	713
446	575	711
447	576	710
448	577	708
449	577	706
450	578	704
451	580	703
452	581	702
453	582	700
454	584	699
455	585	697
456	585	696
457	586	694
458	587	692
459	588	690
460	589	689
461	590	687
462	590	685
463	591	683
464	592	681
465	594	680
466	595	679
467	596	677
468	597	676
469	598	674
470	599	673
471	600	671
472	601	669
473	602	668
474	602	666
475	603	664
476	605	663
477	606	661
478	607	660
479	609	660
480	610	659
481	611	657
482	612	655
483	613	654
484	615	653
485	616	651
486	617	650
487	618	648
488	619	646
489	620	645
490	621	644
491	623	643
492	624	642
493	625	640
494	627	640
495	628	639
496	630	637
497	631	636
498	634	636
499	635	635
500	637	634
501	638	633
502	639	632
503	641	631
504	643	630
505	644	628
506	644	627
507	646	626
508	647	625
509	649	624
510	650	622
511	651	621
512	652	619
513	654	618
514	655	617
515	656	615
516	657	614
517	658	612
518	660	611
519	661	610
520	662	609
521	663	607
522	664	606
523	665	604
524	666	603
525	667	601
526	668	599
527	669	598
528	670	596
529	671	595
530	672	594
531	673	592
532	675	591
533	676	590
534	677	588
535	678	587
536	679	586
537	680	584
538	681	582
539	682	581
540	682	579
541	683	577
542	684	576
543	686	575
544	687	573
545	688	572
546	689	570
547	690	569
548	691	567
549	691	566
550	692	564
551	693	562
552	694	561
553	695	559
554	695	557
555	696	556
556	697	554
557	698	553
558	699	551
559	700	550
560	701	549
561	704	548
562	705	547
563	706	546
564	709	546
565	711	545
566	713	544
567	714	543
568	716	542
569	717	541
570	719	540
571	723	541
572	725	540
573	727	539
574	728	538
575	730	537
576	731	536
577	732	534
578	733	533
579	734	532
580	735	530
581	737	529
582	738	527
583	739	526
584	741	525
585	742	524
586	745	524
587	748	524
588	749	523
589	750	521
590	751	520
591	752	518
592	753	517
593	754	515
594	755	514
595	756	512
596	757	511
597	758	509
598	759	508
599	760	506
600	761	505
601	762	503
602	763	502
603	763	500
604	764	499
605	765	497
606	765	495
607	766	494
608	767	492
609	768	491
610	768	489
611	769	487
612	770	486
613	771	484
614	771	483
615	773	481
616	774	480
617	775	479
618	776	477
619	777	476
620	777	474
621	778	473
622	779	471
623	780	470
624	780	468
625	781	467
626	782	465
627	783	463
628	783	462
629	784	460
630	785	459
631	786	457
632	787	456
633	788	455
634	789	454
635	790	452
636	791	450
637	792	449
638	792	447
639	793	446
640	794	444
641	795	443
642	795	441
643	796	440
644	797	438
645	798	437
646	799	436
647	800	434
648	801	433
649	802	432
650	803	430
651	804	429
652	805	427
653	805	426
654	806	424
655	807	423
656	808	422
657	809	420
658	810	419
659	810	417
660	811	416
661	812	414
662	813	413
663	814	412
664	815	410
665	816	409
666	817	408
667	818	406
668	819	405
669	819	403
670	820	402
671	821	400
672	822	399
673	823	398
674	824	396
675	824	395
676	825	393
677	826	392
678	827	391
679	829	390
680	830	388
681	830	387
682	831	385
683	832	384
684	833	383
685	833	381
686	834	380
687	835	378
688	836	377
689	836	376
690	837	374
691	838	373
692	839	371
693	840	370
694	841	369
695	842	367
696	843	366
697	844	365
698	845	363
699	845	362
700	846	361
701	847	359
702	848	358
703	848	356
704	849	355
705	850	354
706	850	352
707	851	351
708	852	349
709	853	348
710	854	347
711	855	346
712	856	344
713	857	343
714	858	342
715	858	340
716	859	339
717	860	337
718	861	336
719	861	335
720	862	333
721	863	332
722	864	331
723	864	329
724	865	328
725	866	326
726	867	325
727	868	324
728	870	323
729	871	322
730	872	321
731	873	319
732	873	318
733	874	316
734	875	315
735	875	314
736	876	312
737	877	311
738	878	310
739	878	308
740	879	307
741	880	306
742	881	304
743	882	303
744	883	302
745	884	301
746	885	299
747	885	298
748	886	297
749	887	295
750	888	294
751	888	293
752	889	291
753	890	290
754	890	289
755	891	287
756	892	286
757	893	285
758	893	283
759	895	282
760	896	281
761	897	280
762	898	278
763	899	277
764	900	276
765	900	275
766	901	273
767	902	272
768	902	271
769	903	269
770	904	268
771	904	267
772	905	265
773	906	264
774	907	263
775	907	262
776	908	260
777	910	259
778	911	258
779	912	257
780	912	255
781	913	254
782	914	253
783	915	252
784	915	250
785	916	249
786	917	248
787	917	246
788	918	245
789	919	244
790	919	243
791	920	241
792	921	240
793	922	239
794	923	238
795	924	236
796	925	235
797	926	234
798	927	233
799	927	231
800	928	230
801	929	229
802	930	228
803	931	226
804	931	225
805	932	224
806	933	223
807	933	221
808	934	220
809	936	219
810	937	218
811	938	217
812	939	216
813	940	214
814	941	213
815	942	212
816	942	211
817	943	209
818	944	208
819	945	207
820	946	206
821	946	205
822	947	203
823	948	202
824	949	201
825	950	200
826	952	199
827	953	197
828	954	196
829	954	195
830	955	194
831	956	193
832	957	191
833	958	190
834	959	189
835	960	188
836	961	187
837	961	185
838	963	184
839	964	183
840	965	182
841	966	181
842	967	180
843	968	178
844	969	177
845	970	176
846	971	175
847	971	174
848	972	173
849	973	171
850	974	170
851	974	169
852	976	168
853	977	167
854	978	165
855	979	164
856	980	163
857	981	162
858	981	161
859	982	159
860	983	158
861	984	157
862	984	156
863	985	155
864	986	153
865	986	152
866	987	151
867	988	150
868	989	149
869	990	148
870	991	146
871	992	145
872	993	144
873	994	143
874	994	142
875	995	140
876	996	139
877	997	138
878	997	137
879	998	136
880	999	135
881	1000	133
882	1000	132
883	1001	131
884	1003	130
885	1004	129
886	1005	128
887	1006	126
888	1006	125
889	1007	124
890	1008	123
891	1009	122
892	1010	121
893	1010	119
894	1011	118
895	1012	117
896	1012	116
897	1013	115
898	1014	113
899	1015	112
900	1016	111
901	1018	110
902	1019	109
903	1020	108
904	1021	107
905	1022	106
906	1022	104
907	1023	103
908	1024	102
909	1025	101
910	1025	100
911	1026	99
912	1027	97
913	1028	96
914	1028	95
915	1030	94
916	1031	93
917	1032	92
918	1033	91
919	1034	89
920	1034	88
921	1035	87
922	1036	86
923	1037	85
924	1037	84
925	1038	83
926	1039	81
927	1040	80
928	1040	79
929	1041	78
930	1042	77
931	1043	76
932	1044	74
933	1045	73
934	1046	72
935	1047	71
936	1048	70
937	1048	69
938	1049	68
939	1050	67
940	1051	65
941	1051	64
942	1052	63
943	1053	62
944	1054	61
945	1055	60
946	1056	59
947	1057	57
948	1058	56
949	1059	55
950	1060	54
951	1061	53
952	1062	52
953	1063	51
954	1064	50
955	1064	49
956	1065	47
957	1066	46
958	1067	45
959	1068	44
960	1069	43
961	1069	42
962	1071	41
963	1072	40
964	1073	38
965	1074	37
966	1075	36
967	1076	35
968	1077	34
969	1078	33
970	1078	32
971	1079	31
972	1080	29
973	1081	28
974	1081	27
975	1082	26
976	1083	25
977	1085	24
978	1086	23
979	1087	22
980	1088	21
981	1088	19
982	1089	18
983	1090	17
984	1091	16
985	1091	15
986	1092	14
987	1093	13
988	1093	12
989	1094	11
990	1095	9
991	1096	8
992	1096	7
993	1097	6
994	1099	5
995	1100	4
996	1101	3
997	1101	2
998	1102	1
999	1103	0
